指标名称,资金净流入额：A股,资金净流入额：主板,美元指数,GDP：当季值,GDP：当季同比,GDP增长贡献率：最终消费支出,GDP增长贡献率：资本形成总额,GDP增长贡献率：货物和服务净出口,全社会用电量：当月值,全社会用电量：当月同比,GDP：当季同比,工业增加值：当月同比,资产负债率,应收账款平均回收期,利润总额：累计同比,工业企业：利润总额：当月同比,固定资产投资完成额：累计同比,房地产开发投资完成额：开发计划总投资：累计同比,房地产开发投资完成额：开发新增固定资产：累计同比,房地产开发计划总投资：当月值,房地产开发新增固定资产投资：当月值,贸易顺差：当月值,贸易顺差：当月同比,财政预算收入：当月值,财政预算收入：当月同比,CPI：当月同比,PPI：全部工业品：当月同比,M2：同比,M2：环比,M2,PMI,宏观经济景气指数：预警指数,涨跌幅：上证综合指数,涨跌幅：沪深300指数
单位,元,元,1973年3月=100,亿元,%,%,%,%,亿千瓦时,%,%,%,%,天,%,%,%,%,%,万元,万元,千美元,%,亿元,%,%,%,%,%,亿元,%,,%,%
2012-10-08,-2384251502,-1676736308,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-1.01
2012-10-09,4384152677,3208237758,79.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.21
2012-10-10,1161090208,313574951,80.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.17
2012-10-11,-4117441190,-2190669458,79.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.93
2012-10-12,-4116600021,-2404731010,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.09
2012-10-15,-4179791021,-2374851568,79.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.42
2012-10-16,-216478072,112258582,79.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.14
2012-10-17,-2054131581,-1337596601,79.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.11
2012-10-18,4160765209,3373862494,79.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.53
2012-10-19,-2114656602,-1037896815,79.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-0.15
2012-10-22,-1053249682,-784674124,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.39
2012-10-23,-5820026126,-3758416754,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-1.26
2012-10-24,-3978418526,-2453004229,79.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.19
2012-10-25,-5676216787,-3402792019,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,-0.72
2012-10-26,-7477998693,-5012759238,80.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,-1.89
2012-10-29,-2119428041,-1596510687,80.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,-0.54
2012-10-30,-1909384821,-885975089,79.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.18
2012-10-31,-468985934,3415488,79.95,,,,,,3998,6.1,,9.6,58.73,,0.5,20.5,20.75,22.8,27.2,69681929,25784254,32046686,88.14,10443.63,13.7,1.7,-2.76,14.1,-0.77,936404.28,50.2,90.7,0.32,0.67
2012-11-01,3554159470,3410981906,80.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,1.91
2012-11-02,-104910144,687480138,80.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.39
2012-11-05,-3023139675,-1873020377,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,-0.21
2012-11-06,-3641257242,-2192473266,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.42
2012-11-07,-1009432976,-296728316,80.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.21
2012-11-08,-5019460852,-2928675025,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.63,-1.84
2012-11-09,-2198969013,-1278226614,81.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.2
2012-11-12,-727033119,-149805757,81.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.49
2012-11-13,-4420573721,-2946600001,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.51,-1.75
2012-11-14,-1166357761,-607071740,81.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.48
2012-11-15,-1779224038,-904466591,81.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22,-1.33
2012-11-16,-2406561601,-1594479788,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,-0.75
2012-11-19,-1599918769,-1325210700,80.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,-0.1
2012-11-20,-674636950,-254623211,80.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.46
2012-11-21,-601512331,-92251815,80.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.39
2012-11-22,-1842889890,-978069259,80.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72,-0.79
2012-11-23,509211351,958639907,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.69
2012-11-26,-2498718162,-1338969454,80.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.78
2012-11-27,-4410799661,-2556392231,80.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.15
2012-11-28,-3408795387,-2459776133,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-1
2012-11-29,-3182332553,-2518198300,80.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.63
2012-11-30,1646265903,1558370585,80.23,,,,,,4139,7.6,,10.1,58.5,,3,22.8,20.74,23.1,25.1,100024063,30815143,19633275,35.14,7871.3,21.9,2,-2.2,13.9,0.9,944832.4,50.6,90.7,0.85,1.13
2012-12-03,-2540695658,-1716308659,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03,-1.44
2012-12-04,380427961,374656352,79.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.07
2012-12-05,8835788243,7710536578,79.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,3.58
2012-12-06,-1116135373,-505523060,80.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,-0.19
2012-12-07,8748964009,7329646737,80.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.96
2012-12-10,4358538996,3778080700,80.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.08
2012-12-11,-1798637834,-581208495,80.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,-0.55
2012-12-12,-2353990498,-1811241676,79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.41
2012-12-13,-3677505987,-2466765756,79.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.11
2012-12-14,13252694583,11063325938,79.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,5.05
2012-12-17,-3264238979,-833950314,79.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.46
2012-12-18,-3616714777,-1744725449,79.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.06
2012-12-19,377847250,403381361,79.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.13
2012-12-20,-615747594,233497069,79.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.58
2012-12-21,-1999262505,-1889474581,79.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.69,-0.54
2012-12-24,-1333753005,-899222142,79.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.39
2012-12-25,7779470666,6540366382,79.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,2.82
2012-12-26,838057779,-30256482,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.38
2012-12-27,-6542390158,-3751923262,79.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.53
2012-12-28,2806726178,2489706886,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.45
2012-12-31,474344363,1710018518,79.76,151812,8.1,51.8,50.4,-2.2,4563,11.48,8.1,10.3,57.84,,5.3,5.3,20.65,23.7,15.5,76375698,102372622,31618437,91.39,8306.7,29.17,2.5,-1.94,13.8,3.1,974148.8,50.6,90.7,1.61,1.73
2013-01-01,,,79.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,,,79.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-03,,,80.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04,-3472725782,-1184560485,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.06
2013-01-07,-571377601,-123297430,80.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.46
2013-01-08,-2335904631,-2555249129,80.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,-0.42
2013-01-09,-4556726153,-3558180103,80.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.03
2013-01-10,-1754971341,-1117431272,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.18
2013-01-11,-12149787897,-10012786599,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.78,-1.87
2013-01-14,9370510677,7060567277,79.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,3.81
2013-01-15,3986509253,3894295097,79.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.7
2013-01-16,-8929412913,-4977576845,79.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-0.72
2013-01-17,-6679584348,-3950085027,79.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,-0.94
2013-01-18,2836902582,3049696254,80.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.67
2013-01-21,376830590,2106453862,80.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.6
2013-01-22,-5669121586,-1346726409,79.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-0.54
2013-01-23,-4064411217,-2133018715,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.41
2013-01-24,-11712174578,-7662378214,79.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.79,-0.95
2013-01-25,-6519706848,-4898389122,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.43
2013-01-28,7313104667,7139910111,79.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,3.12
2013-01-29,3680035697,4956936265,79.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.91
2013-01-30,-2278813024,468749960,79.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.48
2013-01-31,-8008874557,-5293801950,79.24,,,,,,4518,24.33,,,,,,,,,,,,29146259,6.85,13655.86,5.76,2,-1.64,15.9,1.85,992129.25,50.4,93.3,0.12,-0.07
2013-02-01,381069642,1901783100,79.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,2.1
2013-02-04,-9802326815,-5956253735,79.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.17
2013-02-05,-672150344,-22619888,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.86
2013-02-06,-3328224577,-2671795786,79.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.15
2013-02-07,-5384385009,-5349315392,80.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,-0.58
2013-02-08,1095908867,-105199148,80.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.43
2013-02-11,,,80.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,,,80.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,,,80.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-14,,,80.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,,,80.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,-5455026022,-4663252191,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,-1.24
2013-02-19,-16321658972,-12601430667,80.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-1.89
2013-02-20,-378695952,-2003710709,81.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.63
2013-02-21,-13254054712,-10422788227,81.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.97,-3.41
2013-02-22,-3190890469,-2481465684,81.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.53
2013-02-25,-2766681317,-2835315900,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.32
2013-02-26,-4850464442,-2943575316,81.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.43
2013-02-27,-4708129217,-2216064287,81.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,1.05
2013-02-28,4370482982,4716209410,81.96,,,,,,3374,-12.49,,9.9,58.28,,17.2,,21.2,24.4,36.7,,,15225460,-148.36,8770.28,7.3,3.2,-1.63,15.2,0.65,998600.83,50.1,93.3,2.26,3.03
2013-03-01,-1003575658,-1759125815,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,-0.17
2013-03-04,-30138146861,-24317754123,82.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.65,-4.61
2013-03-05,4744370348,3587810592,82.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,3.03
2013-03-06,3297075708,2294499490,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.04
2013-03-07,-10800966077,-5684106681,82.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.98,-1.16
2013-03-08,-7715215262,-5241029337,82.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.48
2013-03-11,-5284741377,-3897718334,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,-0.56
2013-03-12,-13975495947,-8738322219,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04,-1.42
2013-03-13,-5770111318,-3602552498,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99,-1.1
2013-03-14,-1742547332,-982141897,82.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.27
2013-03-15,-2112534697,-2032847489,82.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.22
2013-03-18,-8196650023,-6038763935,82.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,-1.47
2013-03-19,-4010755045,-2314415216,83.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.9
2013-03-20,10958215262,9494798748,82.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,3.37
2013-03-21,-329650830,-1652864,82.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.18
2013-03-22,-2328507467,-1274945751,82.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.13
2013-03-25,-5612311789,-3936701222,82.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,-0.2
2013-03-26,-6885612148,-4793672354,82.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.25,-1.46
2013-03-27,-3772200761,-2633032328,83.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.33
2013-03-28,-16816266598,-13519519323,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.82,-3.26
2013-03-29,-5174089327,-3845673126,82.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.17
2013-03-31,,,,129449.6,7.9,55.5,30.3,14.2,4241,1.94,7.9,8.9,58.54,,12.1,5.3,20.9,19.8,16.4,-30523444,19663986,-823098,-115.39,9607.75,6.1,2.1,-1.92,15.7,3.73,1035858.37,50.9,93.3,,
2013-04-01,-703376085,353376923,82.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.08
2013-04-02,-7162663493,-3429393565,82.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.27
2013-04-03,-5677678854,-2907979573,82.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.11
2013-04-04,,,82.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-05,,,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-08,-2652061647,-2392875416,82.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,-0.45
2013-04-09,-1938543,752006203,82.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.69
2013-04-10,-2670683939,-950208845,82.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.17
2013-04-11,-1833143758,-736109443,82.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.3
2013-04-12,-4307610193,-2791758555,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.64
2013-04-15,-4863173053,-3183027450,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,-1.03
2013-04-16,-1182673381,-732512077,81.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.93
2013-04-17,1014183291,618568473,82.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.05
2013-04-18,-53535430,373835940,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.26
2013-04-19,7216265308,6329147134,82.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.8
2013-04-22,-3630795297,-2999352148,82.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.12
2013-04-23,-13559571313,-9549798269,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.57,-3.21
2013-04-24,1480981819,1091155788,82.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.88
2013-04-25,-9565386251,-5897509304,82.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-1.11
2013-04-26,-7146718938,-4072319827,82.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-0.83
2013-04-29,,,82.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-30,,,81.72,,,,,,4165,6.78,,9.3,58.71,,11.4,9.3,20.6,19.4,14.6,81106736,14864356,18161480,-1.44,11430.81,6.1,2.4,-2.62,16.1,-0.32,1032551.9,50.6,90.7,,
2013-05-01,,,81.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-02,-1631029500,-1180172332,82.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,0.1
2013-05-03,3244908019,2574597248,82.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.77
2013-05-06,4612650025,3051200586,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.33
2013-05-07,-1484515092,-62737015,82.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16
2013-05-08,-2327350267,-2671627382,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.51
2013-05-09,-5015986861,-4137778785,82.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59,-0.59
2013-05-10,-2120206376,-400277635,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.52
2013-05-13,-3919302530,-2655170739,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,-0.4
2013-05-14,-7991752940,-4754398811,83.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11,-1.48
2013-05-15,526769057,-728658508,83.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.54
2013-05-16,2605456662,4100502590,83.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.83
2013-05-17,3533312355,2035411456,84.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.54
2013-05-20,96177704,-70439285,83.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.68
2013-05-21,-2597719410,-1654081446,83.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.2
2013-05-22,-9954329671,-3205223351,84.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.12
2013-05-23,-7750927371,-5332622935,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16,-1.34
2013-05-24,-669620108,-1908513065,83.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.56
2013-05-27,-3100133854,-1411858295,83.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.09
2013-05-28,-4022650432,1569169895,84.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.72
2013-05-29,-2248065754,-596690177,83.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,-0.07
2013-05-30,-6584017698,-4115308326,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.31
2013-05-31,-9145714682,-6719287689,83.27,,,,,,4269,5.02,,9.2,58.71,,12.3,15.5,20.4,18.3,16.2,105137940,19141193,20424958,9.23,12749,6.2,2.1,-2.87,15.8,0.93,1042169.16,50.8,86.7,-0.74,-1.06
2013-06-03,-9211407887,-4719721488,82.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,-0.15
2013-06-04,-16169062675,-9980665707,82.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.17,-1.42
2013-06-05,-5727038174,-4644259475,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,-0.2
2013-06-06,-10309182672,-7330265718,81.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27,-1.28
2013-06-07,-11657836418,-8573250503,81.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.39,-1.73
2013-06-10,,,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-11,,,81.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-12,,,80.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,-8547317238,-6189654638,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.83,-3.39
2013-06-14,905490148,-739043762,80.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.7
2013-06-17,-4364417421,-3014790370,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.54
2013-06-18,-2172191882,-384831474,80.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.62
2013-06-19,-4338195980,-2789634914,81.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,-0.74
2013-06-20,-11756578050,-7752969777,81.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.77,-3.3
2013-06-21,-2553603605,-1412430531,82.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,-0.18
2013-06-24,-17580088996,-12623614584,82.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.3,-6.31
2013-06-25,-8335850538,-5732301701,82.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.27
2013-06-26,4420379802,1128130852,82.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,0.13
2013-06-27,-5747367336,-2763737463,82.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.35
2013-06-28,478975228,1862161759,83.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.85
2013-06-30,,,,143518.7,7.6,45.2,53.9,0.9,4384,6.3,7.6,8.9,58.57,,11.1,6.3,20.1,19.6,17.2,139818494,24403614,27124404,-14.49,12376.97,12.1,2.7,-2.7,14,1.17,1054403.69,50.1,88,,
2013-07-01,2657039446,794237388,83.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.58
2013-07-02,1939816160,1069356830,83.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.39
2013-07-03,-962612728,-1250498389,83.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61,-0.82
2013-07-04,-315237883,1946307357,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.82
2013-07-05,-2861455787,165590043,84.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.22
2013-07-08,-7761168180,-4428113162,84.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.44,-2.84
2013-07-09,-3804992333,-2595049208,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,-0.04
2013-07-10,4792302119,4927171779,83.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.84
2013-07-11,11575345322,11067648254,82.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,4.61
2013-07-12,-5878263997,-5908979341,82.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.62,-2.21
2013-07-15,311984903,-636963122,83.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.4
2013-07-16,-1614268589,-796129857,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.46
2013-07-17,-8891345763,-4739064214,82.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.01,-1.51
2013-07-18,-5330589582,-4378699110,82.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.05,-1.64
2013-07-19,-10826758328,-8215028466,82.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.52,-2.44
2013-07-22,264352008,-730601593,82.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.53
2013-07-23,4625035938,3477897683,82.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.89
2013-07-24,-794013364,-933593550,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,-0.74
2013-07-25,-10415959071,-3426834408,81.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.51
2013-07-26,-4246818142,-2793384107,81.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.61
2013-07-29,-9716292901,-6036177757,81.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.72,-2.16
2013-07-30,-5677034274,-2024648164,81.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.62
2013-07-31,-3029647871,-1168182939,81.67,,,,,,4950,8.8,,9.7,58.5,,11.1,11.6,20.1,20.5,16.8,79963845,22704418,17817951,-29.14,11848.61,11,2.7,-2.27,14.5,-0.21,1052212.34,50.3,88,0.19,0.17
2013-08-01,7755148273,4282435430,82.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,2.39
2013-08-02,-802724323,-712979713,81.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.08
2013-08-05,1674429289,1188883347,81.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.38
